Region,Country,Year,"Births per 1,000 population","Deaths per 1,000 population","Net Number of Migrants per 1,000 population",Rate of natural increase (percent),Growth rate (percent),Population,Births,Deaths,Net Number of Migrants,Natural Increase,Population Change
Africa,Eswatini,2014,28.3,12.3,-7.1,1.6,0.89,1050527,29698,12932,-7459,16766,9308
Africa,Eswatini,2015,27.6,11.8,-7,1.58,0.87,1059815,29230,12516,-7450,16713,9263
Africa,Eswatini,2016,27,11.4,-7,1.56,0.86,1069060,28886,12198,-7451,16688,9237
Africa,Eswatini,2017,26.4,11.1,-6.9,1.53,0.84,1078215,28443,11914,-7450,16529,9079
Africa,Eswatini,2018,25.8,10.7,-6.9,1.5,0.82,1087200,27995,11644,-7458,16351,8893
Africa,Eswatini,2019,25.1,10.4,-6.8,1.47,0.79,1095970,27509,11398,-7453,16111,8658
Africa,Ethiopia,2009,39.9,10.5,0.2,2.93,2.95,83548430,3331911,880600,15874,2451311,2467185
Africa,Ethiopia,2010,39.3,10.1,0.1,2.93,2.93,86042927,3384929,867313,4302,2517616,2521918
Africa,Ethiopia,2011,38.9,9.7,-0.3,2.93,2.9,88588758,3446989,854882,-22147,2592107,2569960
Africa,Ethiopia,2012,38.5,9.3,-0.2,2.92,2.9,91195675,3509210,843560,-21887,2665650,2643763
Africa,Ethiopia,2013,38.1,8.9,-0.2,2.92,2.9,93877025,3573898,832689,-21592,2741209,2719617
Africa,Ethiopia,2014,37.7,8.5,-0.2,2.91,2.89,96633458,3639216,823317,-22226,2815899,2793673
Africa,Ethiopia,2015,37.3,8.2,-0.2,2.91,2.89,99465819,3707091,814625,-21882,2892466,2870584
Africa,Ethiopia,2016,36.9,7.9,-0.2,2.9,2.88,102374044,3773507,805684,-21499,2967824,2946325
Africa,Ethiopia,2017,36.5,7.7,-0.2,2.88,2.85,105350020,3840008,811195,-22124,3028813,3006690
Africa,Ethiopia,2018,36,7.5,-0.2,2.85,2.83,108386391,3905162,817233,-21677,3087928,3066251
Africa,Ethiopia,2019,35.6,7.4,-0.2,2.82,2.81,111483031,3971026,822745,-22297,3148281,3125984
Africa,Gabon,2009,30.4,8.8,14.9,2.17,3.66,1568721,47720,13742,23421,33978,57400
Africa,Gabon,2010,30.2,8.5,15.5,2.16,3.72,1627674,49074,13884,25294,35190,60484
Africa,Gabon,2011,29.2,8.1,10.7,2.11,3.17,1684614,49157,13696,17941,35461,53402
Africa,Gabon,2012,28.2,7.8,16.4,2.05,3.68,1743397,49216,13546,28505,35670,64174
Africa,Gabon,2013,27.8,7.4,16.7,2.03,3.71,1809004,50218,13441,30247,36777,67024
Africa,Gabon,2014,27.3,7.1,13.9,2.02,3.41,1874487,51248,13346,26037,37902,63939
Africa,Gabon,2015,27,6.9,12.4,2.02,3.25,1937962,52325,13275,23973,39050,63023
Africa,Gabon,2016,26.8,6.6,10.4,2.02,3.06,2000048,53621,13220,20760,40401,61161
Africa,Gabon,2017,26.6,6.4,8.7,2.02,2.89,2060381,54786,13186,17905,41599,59504
Africa,Gabon,2018,26.5,6.2,7,2.03,2.73,2119036,56133,13138,14791,42995,57786
Africa,Gabon,2019,26.3,6,5.4,2.03,2.57,2175885,57291,13099,11706,44192,55898
Africa,"Gambia,The",2009,35.7,8,-2.9,2.78,2.49,1713278,61198,13655,-4883,47543,42661
Africa,"Gambia,The",2010,34.9,7.8,-2.7,2.71,2.44,1755456,61336,13745,-4757,47590,42833
Africa,"Gambia,The",2011,34.2,7.7,-2.6,2.65,2.4,1797860,61469,13754,-4638,47715,43077
Africa,"Gambia,The",2012,33.4,7.5,-2.5,2.59,2.34,1840454,61490,13803,-4528,47686,43159
Africa,"Gambia,The",2013,32.6,7.4,-2.3,2.52,2.29,1883051,61369,13897,-4406,47472,43065
Africa,"Gambia,The",2014,31.8,7.3,-2.2,2.45,2.23,1925527,61135,13979,-4294,47156,42862
Africa,"Gambia,The",2015,30.9,7.2,-2.1,2.37,2.16,1967709,60723,14069,-4172,46654,42483
Africa,"Gambia,The",2016,30.1,7.1,-2,2.31,2.11,2009648,60531,14168,-4039,46363,42323
Africa,"Gambia,The",2017,29.4,7,-1.9,2.24,2.05,2051363,60208,14277,-3939,45930,41991
Africa,"Gambia,The",2018,28.6,6.9,-1.8,2.17,1.99,2092731,59789,14377,-3809,45412,41603
Africa,"Gambia,The",2019,27.8,6.8,-1.7,2.1,1.93,2133640,59273,14487,-3691,44785,41094
Africa,Ghana,2009,32.8,8.2,-2.4,2.46,2.22,23051965,756796,189487,-54633,567309,512676
Africa,Ghana,2010,32.6,8,-2.2,2.45,2.23,23571204,767478,189512,-52328,577966,525638
Africa,Ghana,2011,32.3,7.9,-1.7,2.44,2.27,24107863,778443,189488,-41224,588955,547731
Africa,Ghana,2012,32,7.7,-2.4,2.43,2.2,24652402,788877,189577,-57933,599300,541367
Africa,Ghana,2013,31.7,7.5,-2.2,2.42,2.19,25199609,798828,189753,-56195,609075,552879
Africa,Ghana,2014,31.4,7.4,-2.1,2.4,2.19,25758108,808805,189837,-54865,618967,564103
Africa,Ghana,2015,31.1,7.2,-2,2.39,2.18,26327649,818527,190086,-53182,628441,575259
Africa,Ghana,2016,30.8,7.1,-1.9,2.37,2.18,26908262,828505,190510,-51664,637995,586331
Africa,Ghana,2017,30.5,7,-1.8,2.35,2.17,27499924,838473,191124,-50325,647348,597023
Africa,Ghana,2018,30.2,6.8,-1.7,2.34,2.16,28102471,848133,191659,-48617,656474,607856
Africa,Ghana,2019,29.9,6.7,-1.6,2.32,2.16,28715894,858318,192396,-47094,665922,618828
Africa,Guinea,2009,37.6,11.4,-0.7,2.62,2.55,9327011,350416,106328,-6156,244088,237932
Africa,Guinea,2010,37.2,11,-0.1,2.62,2.6,9570543,355928,105659,-1244,250270,249026
Africa,Guinea,2011,36.8,10.7,0.3,2.61,2.64,9824572,361544,105025,2456,256520,258976
Africa,Guinea,2012,36.8,10.4,-0.6,2.64,2.58,10083976,370788,104672,-6252,266116,259864
Africa,Guinea,2013,36.8,10.1,-0.2,2.67,2.65,10351174,380716,104443,-1760,276273,274513
Africa,Guinea,2014,36.8,9.8,0,2.7,2.7,10631955,391150,104299,213,286850,287063
Africa,Guinea,2015,36.8,9.6,0,2.73,2.73,10924395,402127,104328,109,297799,297908
Africa,Guinea,2016,36.6,9.3,-0.3,2.73,2.7,11224776,411164,104503,-3816,306661,302844
Africa,Guinea,2017,36.5,9.1,0,2.74,2.74,11534306,420887,104731,0,316155,316155
Africa,Guinea,2018,36.4,8.9,0,2.75,2.75,11855411,431063,105039,0,326024,326024
Africa,Guinea,2019,36.2,8.7,0,2.76,2.76,12186420,441270,105413,0,335858,335858
Africa,Guinea-Bissau,2009,40.3,11.7,-5.1,2.86,2.36,1481090,59703,17284,-7480,42418,34939
Africa,Guinea-Bissau,2010,39.4,11.3,-5.1,2.82,2.31,1516078,59764,17056,-7671,42708,35037
Africa,Guinea-Bissau,2011,38.6,10.8,-4.7,2.77,2.3,1551450,59824,16818,-7307,43006,35699
Africa,Guinea-Bissau,2012,37.7,10.5,-4.7,2.73,2.26,1587244,59887,16587,-7412,43300,35888
Africa,Guinea-Bissau,2013,37.8,10.1,-4.1,2.77,2.36,1624345,61368,16422,-6627,44946,38318
Africa,Guinea-Bissau,2014,37.8,9.8,-4.3,2.8,2.37,1663186,62902,16316,-7202,46586,39384
Africa,Guinea-Bissau,2015,37.8,9.5,-4.3,2.83,2.4,1703302,64453,16232,-7358,48220,40862
Africa,Guinea-Bissau,2016,37.7,9.2,-3.9,2.85,2.46,1745203,65707,15986,-6771,49721,42949
Africa,Guinea-Bissau,2017,37.5,8.8,-4.1,2.87,2.45,1788610,67001,15758,-7351,51244,43892
Africa,Guinea-Bissau,2018,37.3,8.5,-4,2.88,2.48,1833247,68307,15546,-7351,52761,45410
Africa,Guinea-Bissau,2019,37.1,8.2,-3.9,2.89,2.5,1879407,69632,15355,-7348,54277,46929
Africa,Kenya,2009,36.8,8.5,1,2.83,2.93,39707699,1462832,337515,38516,1125316,1163833
Africa,Kenya,2010,35.3,7.9,-0.2,2.75,2.72,40843138,1442580,321435,-9802,1121144,1111342
Africa,Kenya,2011,33.7,7.4,-0.2,2.63,2.6,41943504,1413496,312060,-10066,1101436,1091370
Africa,Kenya,2012,31.9,7.3,-0.2,2.47,2.44,43013341,1373416,312277,-9893,1061139,1051246
Africa,Kenya,2013,30.1,7.1,-0.2,2.3,2.27,44037656,1324653,313548,-10129,1011105,1000976
Africa,Kenya,2014,28.3,7,-0.2,2.13,2.11,45010056,1272434,315070,-9902,957364,947462
Africa,Kenya,2015,26.4,6.9,-0.2,1.95,1.93,45925301,1212428,316425,-10104,896003,885899
Africa,Kenya,2016,25.1,6.8,-0.2,1.83,1.81,46790758,1175384,317709,-9826,857675,847849
Africa,Kenya,2017,23.9,6.7,-0.2,1.71,1.69,47615739,1135635,319978,-9999,815658,805658
Africa,Kenya,2018,22.6,6.7,-0.2,1.59,1.57,48397527,1092816,321844,-10163,770973,760809
Africa,Kenya,2019,21.7,6.6,-0.2,1.51,1.49,49142516,1066393,324341,-9829,742052,732223
Africa,Lesotho,2009,27.5,17.1,-8.9,1.04,0.15,1916134,52694,32785,-17130,19909,2778
Africa,Lesotho,2010,27.2,15.7,-8.7,1.15,0.28,1919552,52154,30156,-16662,21998,5336
Africa,Lesotho,2011,26.9,15.2,-8.4,1.17,0.33,1924886,51837,29239,-16208,22598,6391
Africa,Lesotho,2012,26.7,15.2,-8.2,1.15,0.33,1930493,51448,29305,-15734,22143,6409
Africa,Lesotho,2013,26.3,15,-7.9,1.13,0.34,1936181,50941,29081,-15276,21859,6583
Africa,Lesotho,2014,25.9,14.9,-7.6,1.1,0.34,1942008,50337,28955,-14798,21382,6583
Africa,Lesotho,2015,25.5,14.9,-7.4,1.06,0.32,1947701,49608,29001,-14335,20607,6272
Africa,Lesotho,2016,25.1,14.9,-7.1,1.01,0.3,1953070,48944,29159,-13867,19785,5918
Africa,Lesotho,2017,24.6,15,-6.8,0.96,0.28,1958042,48207,29410,-13393,18797,5404
Africa,Lesotho,2018,24.2,15.1,-6.6,0.9,0.24,1962461,47393,29712,-12933,17682,4749
Africa,Lesotho,2019,23.7,15.3,-6.3,0.84,0.21,1966253,46541,30005,-12466,16536,4070
Africa,Liberia,2009,41.2,9.9,-4.7,3.13,2.66,3708025,152734,36821,-17242,115913,98671
Africa,Liberia,2010,40.8,9.6,0.3,3.12,3.15,3817364,155634,36609,993,119025,120018
Africa,Liberia,2011,40.4,9.3,22.5,3.11,5.36,3984084,160837,37012,89562,123825,213388
Africa,Liberia,2012,39.9,9,-6.9,3.1,2.41,4140690,165296,37142,-28364,128154,99791
Africa,Liberia,2013,39.5,8.7,-5.7,3.08,2.51,4243924,167677,36922,-24148,130755,106607
Africa,Liberia,2014,39.2,9.2,-6.5,3,2.35,4348279,170279,40048,-28220,130231,102011
Africa,Liberia,2015,38.8,8.2,-3.5,3.07,2.72,4459961,173225,36393,-15476,136832,121356
Africa,Liberia,2016,38.5,7.9,-6.7,3.07,2.4,4575528,176341,36101,-30427,140240,109813
Africa,Liberia,2017,38.3,7.6,-5.7,3.06,2.5,4689021,179496,35824,-26493,143672,117179
Africa,Liberia,2018,37.9,7.4,-4.7,3.05,2.59,4809768,182483,35592,-22558,146890,124333
Africa,Liberia,2019,37.6,7.2,-3.8,3.05,2.67,4937804,185760,35404,-18616,150356,131741
Africa,Libya,2009,19.8,3.6,1.8,1.62,1.8,6002252,118965,21608,10864,97357,108221
Africa,Libya,2010,19.5,3.6,1.8,1.59,1.77,6110364,119030,21936,10876,97094,107970
Africa,Libya,2011,19.3,8.2,-148.9,1.11,-13.78,5767159,111364,47233,-858557,64131,-794426
Africa,Libya,2012,19,3.6,71.3,1.55,8.67,5613380,106879,20040,400009,86839,486848
Africa,Libya,2013,18.7,3.6,33.3,1.52,4.85,6002347,112484,21368,199998,91116,291114
Africa,Libya,2014,18.4,3.6,16,1.48,3.08,6244174,114893,22292,99969,92601,192570
Africa,Libya,2015,18,3.6,7.8,1.45,2.23,6411776,115604,22954,50012,92650,142662
Africa,Libya,2016,17.8,3.6,3.8,1.42,1.8,6541948,116250,23551,24990,92699,117690
Africa,Libya,2017,17.5,3.6,1.9,1.39,1.58,6653210,116431,24085,12508,92347,104855
Africa,Libya,2018,17.2,3.7,0.9,1.36,1.45,6754507,116178,24654,6282,91524,97805
Africa,Libya,2019,16.9,3.7,0.5,1.32,1.37,6850229,115769,25209,3151,90560,93711
Africa,Madagascar,2009,35.3,7.7,0,2.76,2.76,20282443,715159,156175,0,558984,558984
Africa,Madagascar,2010,34.9,7.6,0,2.73,2.73,20846615,727338,158017,0,569321,569321
Africa,Madagascar,2011,34.5,7.4,0,2.71,2.71,21420952,738166,158729,0,579437,579437
Africa,Madagascar,2012,34,7.3,0,2.68,2.68,22005222,748838,159538,0,589300,589300
Africa,Madagascar,2013,33.6,7.1,0,2.65,2.65,22599098,758878,160454,0,598424,598424
Africa,Madagascar,2014,33.1,7,0,2.62,2.62,23201926,768448,161253,0,607194,607194
Africa,Madagascar,2015,32.6,6.8,0,2.58,2.58,23812681,776532,162164,0,614367,614367
Africa,Madagascar,2016,32.1,6.7,0,2.54,2.54,24430325,783725,162950,0,620775,620775
Africa,Madagascar,2017,31.6,6.5,0,2.5,2.5,25054161,790459,163604,0,626855,626855
Africa,Madagascar,2018,31,6.4,0,2.46,2.46,25683610,796706,164375,0,632330,632330
Africa,Madagascar,2019,30.5,6.3,0,2.42,2.42,26317853,801905,165539,0,636366,636366
Africa,Malawi,2009,43.5,11,1.5,3.25,3.4,14673498,637563,160822,22010,476742,498752
Africa,Malawi,2010,43.1,10.3,1.5,3.28,3.43,15182821,653620,155624,22015,497997,520012
Africa,Malawi,2011,42.7,9.8,1.1,3.29,3.4,15709663,670646,154583,17595,516062,533657
Africa,Malawi,2012,42.4,9.5,0.8,3.29,3.37,16250624,688539,153568,13163,534971,548134
Africa,Malawi,2013,42.1,9.1,0.5,3.3,3.35,16806366,707044,152602,8739,554442,563181
Africa,Malawi,2014,41.8,8.7,0.3,3.31,3.33,17377468,726378,151879,4344,574499,578843
Africa,Malawi,2015,41.6,8.4,0,3.32,3.32,17964697,746613,151083,0,595530,595530
Africa,Malawi,2016,41.3,8.1,0,3.32,3.32,18570321,766954,151162,0,615792,615792
Africa,Malawi,2017,41,7.9,0,3.31,3.31,19196246,787622,151458,0,636164,636164
Africa,Malawi,2018,40.7,7.7,0,3.31,3.31,19842560,808386,151796,0,656590,656590
Africa,Malawi,2019,40.4,7.4,0,3.3,3.3,20509317,829192,152179,0,677013,677013
Africa,Mali,2009,47.2,12.4,-3.5,3.48,3.13,14067464,663703,173733,-49658,489970,440312
Africa,Mali,2010,47,12,-3.8,3.5,3.12,14514077,681581,174024,-54573,507557,452984
Africa,Mali,2011,46.7,11.6,-1.3,3.51,3.38,14993806,700061,174228,-19192,525833,506641
Africa,Mali,2012,46.4,11.3,-14.2,3.52,2.1,15408711,715581,173810,-218496,541770,323275
Africa,Mali,2013,46.2,11,-4.3,3.52,3.09,15814633,730320,173961,-67687,556359,488672
Africa,Mali,2014,45.9,10.7,-3.3,3.52,3.19,16319381,749386,174781,-53691,574605,520915
Africa,Mali,2015,45.2,10.4,-4.6,3.48,3.02,16834405,761588,175415,-76933,586174,509241
Africa,Mali,2016,44.6,10.1,-4.1,3.44,3.03,17352160,773039,175777,-70970,597261,526291
Africa,Mali,2017,43.9,9.8,-3.9,3.4,3.02,17885245,784805,175991,-69037,608814,539777
Africa,Mali,2018,43.2,9.6,-3.9,3.37,2.98,18429893,796540,176005,-71139,620534,549395
Africa,Mali,2019,42.8,9.3,-3.9,3.35,2.96,18985881,811836,175999,-73286,635837,562552
Africa,Mauritania,2009,34.1,9.2,-1,2.5,2.4,3129486,106747,28666,-3004,78081,75076
Africa,Mauritania,2010,33.7,9,-0.9,2.47,2.37,3205060,107914,28846,-3013,79069,76056
Africa,Mauritania,2011,33.2,8.8,-0.9,2.44,2.35,3281634,109049,28977,-2986,80072,77086
Africa,Mauritania,2012,32.8,8.7,-0.9,2.41,2.32,3359185,110114,29091,-2990,81024,78034
Africa,Mauritania,2013,32.3,8.5,-0.9,2.38,2.29,3437610,111069,29220,-2991,81849,78859
Africa,Mauritania,2014,31.8,8.4,-0.9,2.35,2.26,3516806,111940,29365,-2989,82575,79585
Africa,Mauritania,2015,31.3,8.2,-0.8,2.31,2.23,3596702,112721,29493,-2985,83228,80242
Africa,Mauritania,2016,30.9,8.1,-0.8,2.28,2.2,3677293,113555,29602,-3015,83953,80937
Africa,Mauritania,2017,30.4,7.9,-0.8,2.25,2.17,3758571,114336,29730,-3007,84605,81599
Africa,Mauritania,2018,29.9,7.8,-0.8,2.22,2.14,3840429,114982,29879,-2996,85104,82108
Africa,Mauritania,2019,29.5,7.7,-0.8,2.18,2.1,3922758,115564,30009,-2981,85555,82574
Africa,Mauritius,2009,14.4,6.6,-0.1,0.78,0.78,1284264,18506,8463,-77,10043,9966
Africa,Mauritius,2010,14.2,6.6,0,0.75,0.75,1294104,18337,8580,-39,9758,9719
Africa,Mauritius,2011,14,6.7,0,0.73,0.73,1303717,18213,8709,0,9504,9504
Africa,Mauritius,2012,13.8,6.7,0,0.71,0.71,1313095,18094,8837,0,9257,9257
Africa,Mauritius,2013,13.6,6.8,0,0.68,0.68,1322238,18009,8978,0,9031,9031
Africa,Mauritius,2014,13.5,6.9,0,0.66,0.66,1331155,17917,9118,0,8799,8799
Africa,Mauritius,2015,13.3,6.9,0,0.64,0.64,1339827,17806,9258,0,8548,8548
Africa,Mauritius,2016,13.1,7,0,0.62,0.61,1348242,17702,9411,0,8292,8292
Africa,Mauritius,2017,13,7.1,0,0.59,0.59,1356388,17579,9576,0,8003,8003
Africa,Mauritius,2018,12.8,7.1,0,0.57,0.57,1364283,17517,9741,0,7776,7776
Africa,Mauritius,2019,12.7,7.2,0,0.55,0.55,1371946,17451,9905,0,7546,7546
Africa,Morocco,2009,19.7,4.7,-4,1.5,1.1,31285174,616944,148292,-124828,468652,343824
Africa,Morocco,2010,19.4,4.7,-3.9,1.47,1.08,31627428,613572,149914,-122714,463658,340944
Africa,Morocco,2011,19.2,4.8,-3.8,1.44,1.07,31968361,613473,151850,-120521,461623,341102
Africa,Morocco,2012,19,4.8,-3.7,1.42,1.05,32309239,612906,153792,-118575,459114,340539
Africa,Morocco,2013,18.7,4.8,-3.6,1.4,1.04,32649130,611518,156063,-116231,455455,339224
Africa,Morocco,2014,18.5,4.8,-3.5,1.37,1.02,32987206,609274,158009,-114136,451265,337129
Africa,Morocco,2015,18.2,4.8,-3.4,1.34,1,33322699,606473,160282,-111964,446191,334227
Africa,Morocco,2016,18,4.8,-3.3,1.31,0.99,33655786,604794,162894,-109718,441900,332183
Africa,Morocco,2017,17.7,4.9,-3.2,1.29,0.97,33986655,602583,165515,-107738,437068,329331
Africa,Morocco,2018,17.5,4.9,-3.1,1.26,0.95,34314130,598782,168139,-105344,430642,325298
Africa,Morocco,2019,17.2,4.9,-3,1.23,0.93,34637293,595069,170762,-103219,424307,321088
Africa,Mozambique,2009,40.2,13.6,-4.3,2.66,2.23,21921697,881910,297916,-94702,583994,489292
Africa,Mozambique,2010,39.9,13.3,-4.2,2.67,2.24,22417453,894681,297255,-94602,597425,502823
Africa,Mozambique,2011,39.6,13,-2.2,2.66,2.44,22948858,909234,298335,-50029,610899,560870
Africa,Mozambique,2012,39.3,12.8,-2.1,2.66,2.44,23515934,925117,300769,-50089,624348,574259
Africa,Mozambique,2013,39.1,12.6,-2.1,2.65,2.44,24096669,941698,302895,-49880,638803,588923
Africa,Mozambique,2014,38.8,12.3,-2,2.65,2.45,24692144,958796,304701,-49878,654095,604217
Africa,Mozambique,2015,38.6,12.1,-2,2.65,2.45,25303113,976194,306168,-50100,670026,619926
Africa,Mozambique,2016,38.3,11.9,-1.9,2.65,2.45,25930150,993643,307272,-50045,686371,636326
Africa,Mozambique,2017,38.1,11.6,-1.9,2.65,2.46,26573706,1011130,308255,-49959,702875,652916
Africa,Mozambique,2018,37.8,11.4,-1.8,2.64,2.46,27233789,1029165,309648,-50110,719517,669407
Africa,Mozambique,2019,37.5,11.2,-1.8,2.64,2.46,27910300,1046915,311200,-49959,735716,685756
Africa,Namibia,2009,31,10.1,-7.2,2.09,1.38,2152941,66720,21659,-15458,45061,29603
Africa,Namibia,2010,30.7,9.6,-7.1,2.11,1.4,2183015,66909,20891,-15456,46018,30562
Africa,Namibia,2011,30.3,9.1,-7,2.12,1.42,2213988,67084,20236,-15454,46848,31394
Africa,Namibia,2012,30,9,-3.4,2.1,1.76,2249438,67416,20177,-7738,47238,39500
Africa,Namibia,2013,29.4,8.8,0,2.07,2.07,2292905,67480,20063,0,47417,47417
Africa,Namibia,2014,28.9,8.5,0,2.04,2.04,2340492,67640,19918,0,47723,47723
Africa,Namibia,2015,28.4,8.3,0,2.01,2.01,2388360,67758,19776,0,47982,47982
Africa,Namibia,2016,27.9,8.1,0,1.98,1.98,2436469,67856,19638,0,48218,48218
Africa,Namibia,2017,27.3,7.9,0,1.95,1.95,2484780,67909,19530,0,48379,48379
Africa,Namibia,2018,26.8,7.7,0,1.91,1.91,2533224,67890,19404,0,48486,48486
Africa,Namibia,2019,26.3,7.5,0,1.88,1.88,2581689,67769,19311,0,48458,48458
Africa,Niger,2009,50.2,14.5,-0.7,3.57,3.5,14748785,740536,214152,-10177,526384,516207
Africa,Niger,2010,49.3,14.2,-0.7,3.51,3.45,15270018,752354,216071,-10078,536283,526205
Africa,Niger,2011,48.4,13.8,-0.6,3.46,3.4,15801752,764963,217590,-10113,547373,537260
Africa,Niger,2012,47.6,13.4,-0.6,3.42,3.36,16344687,778007,219182,-10134,558825,548691
Africa,Niger,2013,46.8,13.1,-0.6,3.38,3.32,16899327,791564,220874,-10140,570690,560551
Africa,Niger,2014,46.1,12.7,-0.6,3.34,3.28,17466172,805540,222344,-10130,583195,573065
